"MASTER","ENTIDAD","PRECIO","TIPOLOGIA","METODOLOGIA","DURACION","BOLSAEMP","TELEFONO","X4","X6","URLIMAGEN","NOMBREIMAGEN","WEB",
"Máster en personal trainer y coaching deportivo","FINCEE","170.0","Master","Online","650h","Sí","Sin Datos","Plantea tus dudas y otros usuarios podran responderte","['TEMARIO:', 'DOBLE MÁSTER EN PERSONAL TRAINER Y COACHING DEPORTIVO + MASTER EN NUTRICIÓN Y DIETÉTICA', 'Tema 1:  ENTRENADOR PERSONAL', '1. EVOLUCIÓN HISTÓRICA: DIFERENTES USOS DEL DEPORTE.', '2. LA FIGURA DEL ENTRENADOR PERSONAL.', '3. SISTEMA ÓSEO.', '4. FISIOLOGÍA MUSCULAR.', '5. SISTEMAS ENERGÉTICOS.', '6. METABOLISMO EN FISIOLOGÍA DEL EJERCICIO.', '7. UTILIZACIÓN DE NUTRIENTES EN EL EJERCICIO.', '8. PAUTAS NUTRICIONALES EN EL DEPORTE.', '9. EL ENTRENAMIENTO.', '10. LESIONES DEPORTIVAS. PREVENCIÓN Y TRATAMIENTO.', '11. PRIMEROS AUXILIOS.', '1. MÓDULO I. INTRODUCCIÓN AL COACHING', 'TEMA 1. ¿QUÉ ES EL COACHING?', 'TEMA 2. IMPORTANCIA DEL COACHING.', 'TEMA 3. ASPECTOS FUNDAMENTALES DEL COACHING (I).', 'TEMA 4. ASPECTOS FUNDAMENTALES DEL COACHING (II).', 'TEMA 5. ÉTICA Y COACHING.', '  6. MÓDULO II. EL PROCESO DE COACHING', 'TEMA 6. COACHING, CAMBIO Y APRENDIZAJE.', 'TEMA 7. EL PROCESO DE COACHING: ASPECTOS GENERALES.', 'TEMA 8. HABILIDADES RELACIONADAS CON EL PROCESO.', 'TEMA 9. FASES EN EL PROCESO DE COACHING.', 'TEMA 10. EVALUACIÓN (I).', 'TEMA 11. EVALUACIÓN (II).', '    6. MÓDULO III. COACH Y COACHEE', 'TEMA 12. EL COACH.', 'TEMA 13. COMPETENCIAS DEL COACH.', 'TEMA 14. LA PREPARACIÓN DE UN BUEN COACH.', 'TEMA 15. LA FIGURA DEL COACHEE.', '    5. MÓDULO IV. COACHING Y DEPORTE', 'TEMA 16. COACHING Y DEPORTE.', 'TEMA 17. VALORES DEL DEPORTE.', 'TEMA 18. EL ENTRENADOR: COACH.', 'TEMA 19. EL ENTRENAMIENTO.', '5. MÓDULO V. TEMA 20. CONCIENCIA PERSONAL', 'ELEMENTOS NECESARIOS PARA LA PRÁCTICA DEPORTIVA.', 'TEMA 21. CONCIENCIA GRUPAL.', 'TEMA 22. GESTIÓN DE LAS EMOCIONES.', 'TEMA 23. EL CUERPO, LA MENTE Y EL DEPORTE.', 'TEMA 24. LÍDER Y LIDERAZGO.', '    6. MÓDULO VI. TÉCNICAS', 'TEMA 25. TÉCNICAS DEPORTIVAS.', 'TEMA 26. TÉCNICAS DE EQUIPO.', '    7. MÓDULO VII. ESTABLECIMIENTO DE METAS', 'TEMA 27. LAS METAS EN EL DEPORTE.', 'TEMA 28. ESTABLECER OBJETIVOS.', 'TEMA 29. PREPARACIÓN PARA ALCANZAR LA META.', '  3. MÓDULO VIII. COACHING DEPORTIVO Y OTRAS DISCIPLINAS', 'TEMA 30. COACHING, PSICOLOGÍA DEL DEPORTE Y DEPORTE.', 'TEMA 31. COACHING, MENTORING Y DEPORTE.', 'TEMA 32. COACHING, INTELIGENCIA EMOCIONAL Y DEPORTE.', 'TEMA 33. COACHING, PNL Y DEPORTE.']","https://www.emagister.com/assets/es/logos/centro/id/1160070/size/l.jpg","['l.jpg']","https://www.emagister.com/master-personal-trainer-coaching-deportivo-cursos-3705521.htm",
"MBA y Especialista en dirección y gestión de entidades deportivas","UNIR, la Universidad en Internet","Precio a consultar","MBA","Online","Sin Datos","Sin Datos",941944081,"Plantea tus dudas y otros usuarios podran responderte","['TEMARIO:', 'MÁSTER', 'Primer cuatrimestre.', 'Segundo cuatrimestre.', 'ESPECIALISTA.']","https://www.emagister.com/assets/es/logos/centro/id/173258/size/l.jpg","['l.jpg']","https://www.emagister.com/mba-especialista-direccion-gestion-entidades-deportivas-cursos-3682679.htm",
"Master Dirección y Gestión de Empresas Deportivas y de Ocio","Escola Universitaria Formatic Barcelona","4500.0","Master","Barcelona","1500h","Sin Datos",932933037,"Plantea tus dudas y otros usuarios podran responderte","['Estructura Modular : parte genérica y específica', 'Derecho y estrucutras deportivas y de ocio', 'Comunicación y relaciones Públicas', 'Dirección y organización de empresas', 'Economía y finanzas', 'Instalaciones y equipamientos deportivos y de ocio', 'Sociedad del ocio y del deporte', 'Marketing deportivo', 'Patrocinio de actividades deportivas y de ocio']","https://www.emagister.com/assets/es/logos/centro/id/56634/size/l.jpg","['l.jpg']","https://www.emagister.com/master-direccion-gestion-empresas-deportivas-ocio-cursos-3149212.htm",
"Deporte : Máster Internacional en Dirección y Gestión de Entidades y Clubes Deportivos","ESNECA BUSINESS SCHOOL","595.0","Master","A distancia","600h","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/123469/size/l.jpg","['l.jpg']","https://www.emagister.com/deporte-master-internacional-direccion-gestion-entidades-clubes-deportivos-cursos-3202470.htm",
"MASTER TÍTULO PROPIO EN DIRECCIÓN Y GESTIÓN DE ENTIDADES DEPORTIVAS","INENKA BUSINESS SCHOOL","620.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['PARTE 1. LA PLANIFICACIÓN Y DIRECCIÓN DEPORTIVA ', 'PARTE 2. EXPERTO EN MARKETING DEPORTIVO ']","https://www.emagister.com/assets/es/logos/centro/id/1120426/size/l.jpg","['l.jpg']","https://www.emagister.com/master-titulo-propio-direccion-gestion-entidades-deportivas-cursos-3643671.htm",
"Máster deportivo en musculación y fitness, nutrición y coaching","Escuela Internacional de Estudios Profesionales","2000.0","Master","A distancia","Sin Datos","Sin Datos","Sin Datos","Plantea tus dudas y otros usuarios podran responderte","['Contenido', 'BLOQUE I. FUNDAMENTOS DE MOTRICIDAD', 'BLOQUE II. ENTRENADOR PERSONAL', 'BLOQUE III. MONITOR DE MUSCULACIÓN', 'BLOQUE IV. MONITOR DE FITNESS', 'BLOQUE V. NUTRICIÓN DEPORTIVA', 'BLOQUE VI. COACHING DEPORTIVO']","https://www.emagister.com/assets/es/logos/centro/id/180855/size/l.jpg","['l.jpg']","https://www.emagister.com/master-deportivo-musculacion-fitness-nutricion-coaching-cursos-3498495.htm",
"Máster en Dirección y Gestión de Instalaciones y Entidades Deportivas","EFAD - Escuela de Formación Abierta para el Deporte","Precio a consultar","Master","Online","1500h","Sin Datos",876871851,"Plantea tus dudas y otros usuarios podran responderte","['PROGRAMA']","https://www.emagister.com/assets/es/logos/centro/id/127211/size/l.jpg","['l.jpg']","https://www.emagister.com/master-direccion-gestion-instalaciones-entidades-deportivas-cursos-2975837.htm",
"Máster en Coaching Deportivo","ISEB - Instituto Superior Europeo de Barcelona","1250.0","Master","Online","12 Meses","Sin Datos",932824831,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/1138798/size/l.jpg","['l.jpg']","https://www.emagister.com/master-coaching-deportivo-cursos-3693625.htm",
"CURSO DE PILATES TERAPÉUTICO + MÁSTER EN NUTRICIÓN DEPORTIVA Y COACH NUTRICIONAL- Con prácticas garantizadas","ESCUELA INTERNACIONAL DE DIETÉTICA, NUTRICIÓN Y SALUD","620.0","Master","Online","1500h","Sin Datos",973975855,"Documentos","['PARTE 1. CURSO DE PILATESTERAPÉUTICO  ', 'MÓDULO 1. ANATOMÍA Y FISIOLOGÍA PARA EL PILATES TERAPÉUTICO  ', 'UNIDAD DIDÁCTICA 1. EL SISTEMA ÓSEO  ', 'UNIDAD DIDÁCTICA 2. EL SISTEMA MUSCULAR  ', 'UNIDAD DIDÁCTICA 3. EL SISTEMA RESPIRATORIO', 'UNIDAD DIDÁCTICA 4. SISTEMAS ENERGÉTICOS  ', 'UNIDAD DIDÁCTICA 5. EL SISTEMA NERVIOSO  ', 'UNIDAD DIDÁCTICA 6. EL SISTEMA CIRCULATORIO  ', 'UNIDAD DIDÁCTICA 7. BASES ANATÓMICAS Y FISIOLÓGICAS DEL MOVIMIENTO EN EL PILATES TERAPÉUTICO  ', 'MÓDULO 2. EJERCICIOS DE PILATES TERAPÉUTICOS, EL PERFIL DEL MONITOR Y SU TRATO CON EL CLIENTE  ', 'UNIDAD DIDÁCTICA 8. EJERCICIOS EN PILATES  ', 'UNIDAD DIDÁCTICA 9. CASOS ESPECIALES  ', 'UNIDAD DIDÁCTICA 10. LESIONES Y PREVENCIÓN  ', 'UNIDAD DIDÁCTICA 11. PERFIL DEL MONITOR DE PILATES TERAPÉUTICO Y SU TRATO CON EL CLIENTE  ', 'MÓDULO 3. DIETÉTICA Y NUTRICIÓN PARA EL PILATES TERAPÉUTICO  ', 'UNIDAD DIDÁCTICA 12. ALIMENTACIÓN Y NUTRICIÓN  ', 'UNIDAD DIDÁCTICA 13. EL VALOR ENERGÉTICO DE LOS ALIMENTOS  ', 'UNIDAD DIDÁCTICA 14. NECESIDADES NUTRICIONALES EN LAS DISTINTAS ETAPAS DE LA VIDA  ', 'UNIDAD DIDÁCTICA 15. IMPORTANCIA NUTRICIONAL DEL AGUA  ', 'MÓDULO 4. CURSO MULTIMEDIA PILATES BÁSICO  ', 'UNIDAD DIDÁCTICA 1. INTRODUCCIÓN AL MÉTODO PILATES  ', 'UNIDAD DIDÁCTICA 2. PALABRAS CLAVE  ', 'UNIDAD DIDÁCTICA 3. EJERCICIOS DE CONCIENCIACIÓN CORPORAL', 'UNIDAD DIDÁCTICA 4. EJERCICIOS BÁSICOS PARA PRINCIPIANTES  ', 'MÓDULO 5. CURSO MULTIMEDIA PILATES AVANZADO  ', 'UNIDAD DIDÁCTICA 1. INTRODUCCIÓN AL NIVEL AVANZADO  ', 'UNIDAD DIDÁCTICA 2. CALENTAMIENTO  ', 'UNIDAD DIDÁCTICA 3. EJERCICIOS AVANZADOS  ', 'PARTE 2. MÁSTER EN NUTRICIÓN DEPORTIVA Y COACH NUTRICIONAL  ', 'MÓDULO 1. ASPECTOS DIETÉTICOS Y NUTRICIONALES EN LAS DISTINTAS ETAPAS DE LA VIDA  ', 'UNIDAD DIDÁCTICA 1. LA DIETA  ', 'UNIDAD DIDÁCTICA 2. VALORACIÓN DEL ESTADO NUTRICIONAL  ', 'UNIDAD DIDÁCTICA 3. ASPECTOS DIETÉTICOS Y NUTRICIONALES DURANTE EL EMBARAZO  ', 'UNIDAD DIDÁCTICA 4. ASPECTOS DIETÉTICOS Y NUTRICIONALES DURANTE LA LACTANCIA  ', 'UNIDAD DIDÁCTICA 5. ASPECTOS DIETÉTICOS Y NUTRICIONALES EN EL LACTANTE  ', 'UNIDAD DIDÁCTICA 6. ASPECTOS DIETÉTICOS Y NUTRICIONALES EN LA INFANCIA  ', 'UNIDAD DIDÁCTICA 7. ASPECTOS DIETÉTICOS Y NUTRICIONALES DE LA ', 'ADOLESCENCIA  ', 'MÓDULO 2. NUTRICIÓN DEPORTIVA UNIDAD DIDÁCTICA 1. MIOLOGÍA APLICADA  ', 'UNIDAD DIDÁCTICA 2. UTILIZACIÓN DE NUTRIENTES EN EL EJERCICIO  ', 'UNIDAD DIDÁCTICA 3. FISIOLOGÍA DEL EJERCICIO FÍSICO  ', 'UNIDAD DIDÁCTICA 4. HIDRATACIÓN Y DEPORTE  ', 'UNIDAD DIDÁCTICA 5. AYUDAS ERGOGÉNICAS Y DOPAJE  ', 'UNIDAD DIDÁCTICA 6. PAUTAS NUTRICIONALES EN EL DEPORTE  ', 'UNIDAD DIDÁCTICA 7. ACTIVIDAD FÍSICA EN LAS DISTINTAS ETAPAS DE LA VIDA  ', 'MÓDULO 3. COACHING NUTRICIONAL UNIDAD DIDÁCTICA 1. ¿QUÉ ES EL COACHING?  ', 'UNIDAD DIDÁCTICA 2. IMPORTANCIA DEL COACHING  ', 'UNIDAD DIDÁCTICA 3. ASPECTOS FUNDAMENTALES DEL COACHING I  ', 'UNIDAD DIDÁCTICA 4. ASPECTOS FUNDAMENTALES DEL COACHING II  ', 'UNIDAD DIDÁCTICA 5. ÉTICA Y COACHING  ', 'UNIDAD DIDÁCTICA 6. EL COACH  ', 'UNIDAD DIDÁCTICA 7. LA FIGURA DEL COACHEE  ', 'UNIDAD DIDÁCTICA 8. EL PROCESO DE COACHING: ASPECTOS GENERALES  ']","https://www.emagister.com/assets/es/logos/centro/id/1148687/size/l.jpg","['l.jpg']","https://www.emagister.com/curso-pilates-terapeutico-master-nutricion-deportiva-coach-nutricional-practicas-garantizadas-cursos-3556580.htm",
"MBA dirección y gestión de entidades deportivas","Escuela Europea del Deporte","595.0","Master","Semipresencial","1 Año","Sin Datos",973975855,"Documentos","['PARTE 1. GESTIÓN LABORAL Y SEGURIDAD SOCIAL I', 'Módulo 4. Contratación laboral.', 'PARTE 2. GESTIÓN LABORAL Y SEGURIDAD SOCIAL II', 'PARTE 3. CONTABILIDAD Y ANALÍTICA CONTABLE', 'PARTE 4. EXPERTO FISCAL', 'PARTE 5. RECURSOS HUMANOS, SOFT SKILLS Y COACHING I', ' ', 'PARTE 6. RECURSOS HUMANOS, SOFT SKILLS Y COACHING II', 'PARTE 7. MARKETING ESTRATÉGICO I', 'PARTE 8. MARKETING ESTRATÉGICO II', 'PARTE 9. HABILIDADES Y COMPETENCIAS DIRECTIVAS – GESTIÓN DEL TIEMPO ', 'PARTE 10. LA PLANIFICACIÓN Y DIRECCIÓN DEPORTIVA']","https://www.emagister.com/assets/es/logos/centro/id/1136987/size/l.jpg","['l.jpg']","https://www.emagister.com/mba-direccion-gestion-entidades-deportivas-cursos-3454616.htm",
"Postgrado en eSports Marketing","IEBS","Precio a consultar","Master","Online","375h","Sin Datos",932755089,"Plantea tus dudas y otros usuarios podran responderte","['Módulo 1. Ecosistema de los eSports', 'Módulo 2. Prototipado de personas en eSports', 'Módulo 3. Estrategias de Marketing en eSports', 'Módulo 4. Marketing de contenidos', 'Módulo 5. Patrocinios y Marketing en eSports', 'Módulo 6. Activaciones de Marketing en eSports', 'Módulo 7. Analítica profunda en eSports', 'Módulo 8. Marketing para startups de eSports']","https://www.emagister.com/assets/es/logos/centro/id/82893/size/l.jpg","['l.jpg']","https://www.emagister.com/postgrado-esports-marketing-cursos-3632779.htm",
"MÁSTER EN DIRECCIÓN DE CLUBES DE FÚTBOL + MÁSTER EN MARKETING DEPORTIVO","ESNECA BUSINESS SCHOOL","890.0","Master","A distancia","600h","Sí",973975855,"Plantea tus dudas y otros usuarios podran responderte","['PARTE 1. LA PLANIFICACIÓN Y DIRECCIÓN DEPORTIVA', 'PARTE 2. EXPERTO EN MARKETING DEPORTIVO']","https://www.emagister.com/assets/es/logos/centro/id/123469/size/l.jpg","['l.jpg']","https://www.emagister.com/master-direccion-clubes-futbol-master-marketing-deportivo-cursos-3524582.htm",
"Máster en Dirección y Gestión de Instalaciones y Entidades Deportivas","EFAD - Escuela de Formación Abierta para el Deporte","Precio a consultar","Master","A distancia","1500h","Sin Datos",876871851,"Plantea tus dudas y otros usuarios podran responderte","['PROGRAMA']","https://www.emagister.com/assets/es/logos/centro/id/127211/size/l.jpg","['l.jpg']","https://www.emagister.com/master-direccion-gestion-instalaciones-entidades-deportivas-cursos-3606320.htm",
"Máster en Coaching Deportivo - A distancia","ISEB - Instituto Superior Europeo de Barcelona","1250.0","Master","A distancia","12 Meses","Sin Datos",932824831,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/1138798/size/l.jpg","['l.jpg']","https://www.emagister.com/master-coaching-deportivo-distancia-cursos-3693626.htm",
"Máster en Organización y Gestión de Eventos Deportivos","Escuela Europea del Deporte","595.0","Master","A distancia","Sin Datos","Sin Datos",973975855,"Documentos","['PARTE 1. ORGANIZACIÓN Y GESTION DE EVENTOS', 'UNIDAD DIDÁCTICA 1. ORGANIZACIÓN DE REUNIONES', 'UNIDAD DIDÁCTICA 2. ORGANIZACIÓN DE EVENTOS', 'UNIDAD DIDÁCTICA 3. RELACIONES PÚBLICAS', 'UNIDAD DIDÁCTICA 4. DISEÑO DE UN EVENTO DEPORTIVO', 'UNIDAD DIDÁCTICA 5. PLANIFICACIÓN DEPORTIVA', 'UNIDAD DIDÁCTICA 6. LA INFRAESTRUCTURA DEPORTIVA', 'UNIDAD DIDÁCTICA 7. EL PATROCINIO DE LOS EVENTOS DEPORTIVOS', 'UNIDAD DIDÁCTICA 8. LOS BENEFICIOS DE LA ORGANIZACIÓN DE EVENTOS DEPORTIVOS', 'UNIDAD DIDÁCTICA 9. ANEXO. LEY ESTATAL DEL DEPORTE']","https://www.emagister.com/assets/es/logos/centro/id/1136987/size/l.jpg","['l.jpg']","https://www.emagister.com/master-organizacion-gestion-eventos-deportivos-cursos-3454560.htm",
"Máster en scouting en fútbol (análisis, informes y decisiones) más máster en coaching deportivo","ESCUELA INTERNACIONAL DE CIENCIAS DEPORTIVAS","480.0","Master","Online","600h","Sin Datos",977973104,"Documentos","['PARTE 1. SCOUTING EN FÚTBOL', 'UNIDAD DIDÁCTICA 1. INTRODUCCIÓN AL SCOUTING EN EL FÚTBOL', 'UNIDAD DIDÁCTICA 2. HERRAMIENTAS EMPLEADAS EN EL SCOUTING', 'UNIDAD DIDÁCTICA 3. ANÁLISIS DE ESQUEMAS TÁCTICOS', 'UNIDAD DIDÁCTICA 4. ELABORACIÓN DE INFORMES', 'UNIDAD DIDÁCTICA 5. TOMA DE DECISIONES', 'PARTE 2. COACHING DEPORTIVO', 'MÓDULO 1. INTRODUCCIÓN AL COACHING', 'UNIDAD DIDÁCTICA 1. COACHING: CONCEPTO, DISCIPLINA E HISTORIA', 'UNIDAD DIDÁCTICA 2. PERFIL DEL COACH', 'UNIDAD DIDÁCTICA 3. COACHEE: EL PROTAGONISTA DEL PROCESO', 'UNIDAD DIDÁCTICA 4. DISCIPLINAS DEL COACHING', 'UNIDAD DIDÁCTICA 5. CÓDIGO ÉTICO Y DEONTOLÓGICO DEL COACHING', 'UNIDAD DIDÁCTICA 6. SESIONES DE COACHING', 'MÓDULO 2. APLICACIÓN DEL COACHING AL DEPORTE', 'UNIDAD DIDÁCTICA 7. INTRODUCCIÓN AL COACHING DEPORTIVO', 'UNIDAD DIDÁCTICA 8. VALORES Y ACTITUDES EN EL DEPORTE', 'UNIDAD DIDÁCTICA 9. PSICOLOGÍA DEL DEPORTE Y COACHING DEPORTIVO', 'UNIDAD DIDÁCTICA 10. PNL APLICADA AL COACHING DEPORTIVO', 'SOLUCIONARIO', 'BIBLIOGRAFÍA']","https://www.emagister.com/assets/es/logos/centro/id/1156806/size/l.jpg","['l.jpg']","https://www.emagister.com/master-scouting-futbol-analisis-informes-decisiones-mas-master-coaching-deportivo-cursos-3670325.htm",
"Máster Dirección y gestión eficaz de equipos de deporte base","AFOPRO","190.0","Master","Online","Sin Datos","Sin Datos","Sin Datos","Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/176854/size/l.png","['l.png']","https://www.emagister.com/master-direccion-gestion-eficaz-equipos-deporte-base-cursos-3272042.htm",
"Máster en coaching y psicología deportiva","MASSTERCURSOS","39.0","Master","Online","225h","Sin Datos","Sin Datos","Quieres potenciar el rendimiento de los deportistas y ayudarlos a alcanzar el exito  Pues entonces  esta formacion que ha a adido Emagister a su catalogo va a ser de tu interes  Se trata del Master en coaching y psicologia deportiva  impartido a traves de la modalidad online por el centro Masstercursos  El mismo  te proporciona las competencias  recursos y las habilidades necesarias para desarrollar la practica profesional del coaching deportivo      Mediante esta formacion adquieres los conocimientos mas relevantes acerca de la psicologia del deporte  Conoces la teoria y practica del entrenamiento deportivo  te capacitas para poder ayudar en la preparacion tanto fisica como psicologica de los deportistas para enfrentarse a las diferentes competencias  Adquieres habilidades de comunicacion  liderazgo  PNL  y coaching deportivo para poder motivar a los deportistas a sacar su maximo potencial    Su metodologia online te permite estudiar desde la comodidad de tu hogar o desde el lugar en donde te encuentres y en los horarios que tengas disponibles ya que simplemente debes acceder al campus virtual en donde encuentras todo el contenido  ademas  cuentas con el apoyo de un tutor personal encargado de resolver todas tus dudas y apoyarte durante todo el proceso de aprendizaje      Si tienes interes en convertirte en coach deportivo  no dejes escapar esta oportunidad que te brinda Emagister  sumate ahora a esta completa formacion haciendo clic en el boton  matriculate ahora    Vamos  hazlo   Un futuro exitoso te espera","['CONTENIDOS']","https://www.emagister.com/assets/es/logos/centro/id/177293/size/l.jpg","['l.jpg']","https://www.emagister.com/master-coaching-psicologia-deportiva-cursos-3578168.htm",
"MÁSTER EN PSICOLOGÍA EN EL DEPORTE","SEFHOR","270.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['MÓDULO 1. FUNDAMENTOS DE LA PSICOLOGÍA DEL DEPORTE', 'MÓDULO 2. FIGURA DEL PSICÓLOGO DEL DEPORTE', 'MÓDULO 3. PSICOLOGÍA DEL DEPORTISTA', 'MÓDULO 4. PROCESOS PSICOLÓGICOS BÁSICOS EN EL DEPORTE', 'MÓDULO 5. RELACIONES INTERPERSONALES Y DE GRUPO', 'MÓDULO 6. TÉCNICAS PSICOLÓGICAS PARA DEPORTISTAS', 'MÓDULO 7. DEPORTE, SALUD Y BIENESTAR']","https://www.emagister.com/assets/es/logos/centro/id/1153674/size/l.jpg","['l.jpg']","https://www.emagister.com/master-psicologia-deporte-cursos-3612875.htm",
"Guía por Itinerarios en Bicicleta y Máster en Coaching Deportivo","Escuela Europea del Deporte","595.0","Master","Online","600h","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['PARTE 1. GUÍA POR ITINERARIOS EN BICICLETA', 'MÓDULO 1. ITINERARIOS PARA BICICLETA', 'UNIDAD FORMATIVA 1. ANÁLISIS Y GESTIÓN DE ITINERARIOS PARA BICICLETAS', 'UNIDAD FORMATIVA 2. DESPLAZAMIENTO, ESTANCIA Y SEGURIDAD EN EL MEDIO NATURAL Y ORIENTACIÓN SOBRE EL TERRENO', 'UNIDAD FORMATIVA 3. DESARROLLO DE ACTIVIDADES RECREATIVAS Y ADAPTACIÓN DE LA ACTIVIDAD DEPORTIVA A PERSONAS CON LIMITACIONES DE SU AUTONOMÍA PERSONAL', 'MÓDULO 2. MANTENIMIENTO Y CONDUCCIÓN DE BICICLETAS', 'UNIDAD FORMATIVA 1. MANTENIMIENTO, REPARACIÓN Y TRASLADO DE BICICLETAS', 'UNIDAD FORMATIVA 2. DESPLAZAMIENTO, ESTANCIA Y SEGURIDAD EN EL MEDIO NATURAL Y ORIENTACIÓN SOBRE EL TERRENO', 'UNIDAD FORMATIVA 3. CONDUCCIÓN DE BICICLETAS POR TERRENOS VARIADOS', 'MÓDULO 3. CONDUCCIÓN DE PERSONAS POR ITINERARIOS EN BICICLETA', 'UNIDAD FORMATIVA 1. DESARROLLO DE ACTIVIDADES RECREATIVAS Y', 'ADAPTACIÓN DE LA ACTIVIDAD DEPORTIVA A PERSONAS CON LIMITACIONES DE SU AUTONOMÍA PERSONAL', 'UNIDAD FORMATIVA 2. DESARROLLO DE LA ACTIVIDAD DEPORTIVA EN EL MEDIO NATURAL', 'MÓDULO 4. PRIMEROS AUXILIOS', 'PARTE 2. COACHING DEPORTIVO', 'MÓDULO 1. INTRODUCCIÓN AL COACHING', 'MÓDULO 2. APLICACIÓN DEL COACHING AL DEPORTE', 'SOLUCIONARIO', 'BIBLIOGRAFÍA']","https://www.emagister.com/assets/es/logos/centro/id/1136987/size/l.jpg","['l.jpg']","https://www.emagister.com/guia-itinerarios-bicicleta-master-coaching-deportivo-cursos-3626066.htm",
"ALTO RENDIMIENTO DE ATLETISMO + MÁSTER COACHING DEPORTIVO","Escuela de Rendimiento Deportivo y Profesional","480.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['PARTE 1. MONITOR DE ATLETISMO', 'UNIDAD DIDÁCTICA 1. BASES ANATÓMICAS Y FISIOLÓGICAS DEL MOVIMIENTO', 'UNIDAD DIDÁCTICA 2. SISTEMA ÓSEO', 'UNIDAD DIDÁCTICA 3. FISIOLOGÍA MUSCULAR', 'UNIDAD DIDÁCTICA 4. SISTEMAS ENERGÉTICOS ', '87', 'UNIDAD DIDÁCTICA 5. METABOLISMO EN ', 'FISIOLOGÍA DEL EJERCICIO', 'UNIDAD DIDÁCTICA 6. ALIMENTACIÓN EN EL ', 'DEPORTE', 'UNIDAD DIDÁCTICA 7. IMPORTANCIA DE LA ', 'PSICOLOGÍA EN EL DEPORTE', 'UNIDAD DIDÁCTICA 8. PLANIFICACIÓN DEL ', 'ENTRENAMIENTO PSICOLÓGICO', 'UNIDAD DIDÁCTICA 9. FORMACIÓN TÉCNICA DEL ', 'ATLETISMO', 'UNIDAD DIDÁCTICA 10. REGLAMENTO DE LAS ', 'ESPECIALIDADES ATLÉTICAS', 'UNIDAD DIDÁCTICA 11. LESIONES DEPORTIVAS. ', 'PREVENCIÓN Y TRATAMIENTO', 'UNIDAD DIDÁCTICA 12. PRIMEROS AUXILIOS', 'PARTE 2. COACHING DEPORTIVO', 'UNIDAD FORMATIVA 1. INTRODUCCIÓN AL COACHING', 'UNIDAD DIDÁCTICA 1. COACHING: CONCEPTO, DISCIPLINA E HISTORIA', 'UNIDAD DIDÁCTICA 2. EL COACH Y SU PAPEL', 'UNIDAD DIDÁCTICA 3. EL COACHEE, EL ', 'PROTAGONISTA DEL PROCESO', 'UNIDAD DIDÁCTICA 4. DISCIPLINAS DEL ', 'COACHING', 'UNIDAD DIDÁCTICA 5. CÓDIGO ÉTICO Y ', 'DEONTOLÓGICO DEL COACHING', 'UNIDAD DIDÁCTICA 6. DE LA TEORÍA A LA PRÁCTICA: LAS SESIONES DEL COACHING', 'UNIDAD FORMATIVA 2. EL COACHING DEPORTIVO', 'UNIDAD DIDÁCTICA 1. INTRODUCCIÓN AL ', 'COACHING DEPORTIVO', 'UNIDAD DIDÁCTICA 2. LA FIGURA DEL “COACH” ', 'DEPORTIVO', 'UNIDAD DIDÁCTICA 3. DEPORTE Y EDUCACIÓN ', 'EN VALORES', 'UNIDAD DIDÁCTICA 4. PSICOLOGÍA DEL DEPORTE ', 'Y COACHING DEPORTIVO', 'UNIDAD DIDÁCTICA 5. PNL APLICADA AL ', 'COACHING DEPORTIVO', 'SOLUCIONARIO', 'BIBLIOGRAFÍA']","https://www.emagister.com/assets/es/logos/centro/id/1155660/size/l.png","['l.png']","https://www.emagister.com/alto-rendimiento-atletismo-master-coaching-deportivo-cursos-3627301.htm",
